'annuary_id','module'
8314,'BW|10|_|GR|40|_'
8314,'W|P|13|7|MI|06|C'
8314,'L|D|13|9|_|2151'
8314,'BM|13|A|GR|__|2'
9038,'L|F|00|_|_|2072'
9038,'BV|10|B|DU|18|1'
9038,'W|_|10|B|DU|01|4'
9038,'L|M|11|3|_|9438'
9038,'W|_|11|4|DU|03|4'
9038,'W|_|11|C|DU|04|4'
9038,'BR|12|C|DU|__|5'
9038,'L|M|13|1|_|9438'
9038,'W|_|13|3|DU|05|C'
9038,'W|_|14|4|DU|06|C'
9038,'W|_|14|8|DU|07|C'
9038,'W|P|14|A|__|07|8'
9038,'L|M|14|A|_|0000'
9038,'L|M|15|7|_|9439'
9038,'BK|18|C|DU|19|8'
9038,'BR|19|3|DU|__|_'
9072,'BO|74|_|DU|01|9'
9072,'BN|74|8|DU|18|3'
9072,'L|X|00|_|_|0000'
9072,'BW|10|1|DU|60|3'
9072,'BW|10|1|DU|62|3'
9072,'BV|10|B|DU|18|1'
9072,'BT|10|B|DU|__|4'
9072,'BP|11|4|DU|04|B'
9072,'W|R|11|7|DU|06|4'
9072,'BK|11|A|DU|13|4'
9072,'BR|12|C|DU|__|6'
9072,'BP|13|_|DU|15|3'
9072,'BV|13|2|DU|18|1'
9072,'BP|13|3|DU|04|B'
9072,'BV|13|3|DU|18|1'
9072,'BP|13|6|DU|01|1'
9072,'A|_|13|6|DU|__|_'
9072,'W|P|13|B|SI|07|C'
9072,'L|M|13|B|_|2061'
9072,'L|D|14|4|_|1996'
9072,'H|_|14|8|DU|14|9'
9072,'BT|14|9|DU|__|8'
9072,'BT|14|A|__|14|8'
9072,'L|X|14|A|_|0000'
9072,'H|_|15|A|DU|16|1'
9072,'G|_|17|9|DU|20|5'
9072,'BR|20|5|DU|__|A'
'annuary_id','module'
52,'D|P|98|7|CA|02|_'
52,'D|P|00|7|CA|02|_'
52,'D|P|02|7|CA|03|_'
52,'D|P|04|7|AG|02|_'
52,'D|P|06|7|AG|02|_'
52,'D|P|08|7|AG|02|_'
52,'D|P|10|6|AG|02|_'
53,'D|S|98|7|YU|06|_'
54,'BH|__|_|YU|__|D'
54,'BH|__|_|YU|__|A'
54,'=|G|__|_|__|__|_'
54,'BL|46|_|YU|__|_'
54,'W|P|54|_|YU|03|_'
54,'W|P|61|_|YU|61|_'
54,'G|_|67|_|YU|69|_'
54,'BT|67|_|YU|69|_'
54,'BV|72|3|YU|12|1'
54,'BP|72|4|YU|01|1'
54,'W|_|76|_|YU|07|2'
54,'BT|76|_|YU|02|2'
54,'BP|76|C|YU|01|1'
54,'L|B|80|_|_|5510'
54,'G|_|98|2|YU|02|2'
54,'D|P|98|7|YU|05|_'
54,'D|P|00|7|YU|05|_'
54,'D|P|02|7|YU|08|_'
54,'D|P|04|7|YU|05|_'
54,'BM|17|_|YU|01|1'
54,'BN|33|_|YU|12|_'
55,'BN|45|_|DF|01|1'
55,'BC|60|2|DF|01|_'
55,'BC|66|6|DF|01|5'
55,'=|D|71|_|DF|O1|_'
55,'BW|73|_|DF|25|1'
55,'D|S|98|7|DF|07|_'
55,'D|S|00|7|GR|05|_'
55,'D|S|02|7|ME|02|_'
55,'D|S|04|7|ME|02|_'
56,'D|P|98|7|JA|06|_'
56,'D|P|00|7|JA|06|_'
56,'D|P|02|7|JA|06|_'
56,'D|P|04|7|JA|06|_'
56,'BM|06|_|__|__|1'
465,'D|P|00|7|NL|01|_'
465,'S|S|02|7|NL|__|_'
465,'S|S|06|7|NL|__|_'
466,'D|S|00|7|ZA|02|_'
802,'D|S|04|7|MO|02|_'
802,'D|S|06|7|MO|02|_'
802,'D|S|08|7|MO|02|0'
817,'D|S|06|7|SI|04|_'
818,'D|S|06|7|CA|01|_'
924,'D|S|08|7|ME|02|_'
924,'D|P|10|6|NL|02|_'
1038,'D|S|10|6|ME|02|_'
1206,'D|S|12|6|VE|08|_'
1207,'=|D|__|_|__|__|_'
1207,'D|P|12|6|ME|12|_'
1207,'D|S|16|A|ME|12|_'
1207,'D|P|17|3|ME|12|_'
1207,'D|P|18|7|ME|12|O'
1618,'=|I|__|_|__|__|_'
1618,'BK|11|5|VE|15|2'
1618,'D|P|13|A|VE|20|_'
1619,'D|S|13|A|PU|10|_'
1621,'D|S|13|A|VE|23|_'
1944,'BQ|13|A|VE|37|_'
1944,'BQ|13|B|VE|23|C'
1944,'L|M|13|B|_|8047'
1944,'X|_|14|A|_|0000'
1959,'BT|13|3|CO|08|8'
1959,'BW|13|3|CO|02|_'
1959,'BT|13|8|TA|31|C'
1959,'X|_|14|_|_|1960'
1959,'X|_|14|A|_|1960'
1959,'D|P|17|3|BC|02|_'
1959,'D|P|18|7|BC|02|_'
2228,'D|S|16|A|NL|05|O'
2598,'D|P|17|3|MI|09|0'
2598,'D|S|20|8|MI|09|_'
2949,'D|S|18|7|SL|09|_'
3314,'D|P|20|8|YU|10|_'
3662,'D|P|22|7|YU|08|_'
3662,'H|_|24|5|YU|24|5'
3663,'D|P|22|7|CO|07|_'
3663,'D|P|24|7|CO|01|_'
4035,'D|S|24|7|VE|29|_'
4036,'D|S|24|7|TA|01|_'
4407,'D|S|26|7|OA|02|_'
4408,'BT|11|4|TB|__|4'
4408,'BR|13|4|TB|__|4'
4408,'BA|13|8|TB|__|6'
4408,'BW|14|7|TB|19|C'
4408,'D|P|26|7|TB|05|_'
4408,'S|P|28|7|TB|OO|_'
4409,'BV|10|B|CH|30|1'
4409,'L|M|10|B|_|6499'
4409,'BT|10|B|CH|__|4'
4409,'BV|13|4|CH|48|1'
4409,'D|S|26|7|CH|11|_'
4410,'D|P|26|7|NL|05|_'
5277,'BV|10|7|CH|30|6'
5277,'X|_|15|1|_|5276'
5298,'BN|79|_|MO|16|8'
5298,'L|M|11|2|_|8173'
5298,'BT|11|2|MO|__|4'
5298,'W|P|11|B|MO|06|A'
5298,'BT|11|B|PU|59|A'
5298,'BQ|13|9|GR|25|A'
5298,'BP|13|C|GR|25|_'
5298,'L|X|15|1|_|0000'
5298,'BL|16|A|MO|00|A'
5298,'BL|19|1|MO|__|A'
5298,'BR|19|C|MO|__|2'
5298,'BT|20|5|MO|62|F'
5366,'BK|72|6|OA|16|_'
5366,'S|P|96|7|ZA|__|_'
5458,'S|S|02|7|CA|__|_'
5458,'S|P|06|7|CA|__|_'
5458,'J|_|08|A|__|__|_'
5458,'S|P|13|A|PU|__|_'
5458,'M|_|14|7|RE|14|7'
5639,'S|S|17|3|NL|__|_'
5639,'S|S|18|7|NL|__|_'
6107,'BN|54|_|OA|16|8'
6107,'BC|66|1|OA|16|_'
6107,'BC|80|9|DF|01|5'
6107,'=|I|86|_|DF|O1|_'
6107,'W|_|86|_|DF|02|_'
6107,'BL|12|_|MO|__|4'
6107,'W|_|13|2|DF|07|7'
6107,'Z|_|13|3|IG|13|B'
6107,'H|_|16|B|ZA|14|2'
6107,'Z|_|13|B|ZA|14|3'
6107,'BW|20|_|TA|22|A'
6175,'I|_|29|1|MI|29|9'
6322,'Z|P|19|7|QU|__|_'
7118,'BN|81|_|NL|03|_'
7118,'BC|96|9|DF|01|5'
7118,'W|P|11|1|CN|04|2'
7118,'W|I|13|A|CN|04|7'
7118,'W|P|14|_|CN|06|7'
7118,'BJ|14|A|CN|__|B'
7118,'T|_|14|C|CN|20|8'
7118,'BT|15|1|CN|__|B'
7118,'BT|15|C|CN|__|B'
7118,'BE|20|8|US|__|_'
7224,'BN|__|_|VE|__|_'
7224,'BF|__|_|CH|__|_'
7224,'BN|94|_|VE|09|A'
7224,'BC|05|1|VE|01|4'
7224,'BW|12|_|__|70|_'
7224,'L|M|13|_|_|6392'
7224,'BL|13|_|CH|__|7'
7224,'I|_|25|A|CH|25|B'
7224,'BM|29|_|CH|01|1'
7227,'BN|85|_|CH|27|3'
7227,'BW|10|_|CH|40|_'
7227,'BV|10|B|CH|27|1'
7227,'L|M|10|B|_|6491'
7227,'L|M|10|C|_|6500'
7227,'W|_|11|5|CH|06|4'
7227,'BW|11|7|CH|06|1'
7227,'BT|11|7|CH|07|4'
7227,'BT|12|3|CH|07|6'
7227,'BL|12|9|CO|__|6'
7227,'BL|13|1|CH|11|6'
7227,'BT|13|3|CH|07|7'
7227,'W|I|13|3|CH|07|7'
7227,'BQ|13|5|CO|26|7'
7227,'W|I|13|7|CH|07|7'
7227,'L|M|13|9|_|7210'
7227,'BP|13|A|CH|08|_'
7227,'W|_|13|B|CH|08|7'
7227,'BE|16|_|US|__|_'
7227,'BR|17|_|DF|__|4'
7227,'BL|18|3|VE|__|E'
7227,'L|J|18|4|_|2157'
7227,'BB|19|_|VE|16|_'
7227,'L|E|19|6|_|6419'
7227,'BT|20|6|__|62|F'
7227,'Z|_|22|B|WM|__|_'
7227,'Z|_|__|_|WM|24|9'
7227,'Z|P|24|B|WD|25|3'
7227,'Z|_|25|3|CH|28|1'
7227,'G|_|28|A|CH|29|3'
7227,'H|E|29|3|CH|29|4'
7357,'=|G|14|_|__|__|_'
7357,'BB|14|6|OA|05|_'
7357,'H|X|14|7|OA|14|B'
7357,'BT|16|3|OA|20|_'
7520,'=|L|59|_|YU|01|_'
7520,'BH|74|_|YU|30|B'
7520,'BW|82|_|YU|22|1'
7520,'BW|00|_|YU|37|1'
7520,'Q|P|02|_|YU|01|2'
7520,'I|_|02|8|YU|02|9'
7520,'BM|09|_|FR|01|1'
7520,'BN|33|_|YU|01|1'
7619,'S|S|17|3|CL|__|_'
7626,'S|S|17|3|YU|__|_'
7671,'S|S|24|7|NL|__|_'
7696,'S|S|28|7|TL|__|_'
8145,'BT|11|B|PU|59|A'
8145,'W|P|11|B|MO|07|A'
